Range	40.0dB	-107.0dBm
Fixed unit	1	Unit    1	 45.93240	 006.73599	706.4
Fixed unit	2	Unit    2	 45.93178	 006.73506	706.5
Fixed unit	3	Unit    3	 45.93116	 006.73413	637.1
Fixed unit	4	Unit    4	 45.93054	 006.73320	629.2
Fixed unit	5	Unit    5	 45.92992	 006.73300	625.3
Fixed unit	6	Unit    6	 45.92920	 006.73320	620.3
Fixed unit	7	Unit    7	 45.92840	 006.73340	618.7
Fixed unit	8	Unit    8	 45.92760	 006.73350	636.8
Fixed unit	9	Unit    9	 45.92680	 006.73320	645.3
Fixed unit	10	Unit   10	 45.92600	 006.73270	640.0
Mobile unit	11	Unit   11	 45.92520	 006.73220	642.4
Fixed unit	12	Unit   12	 45.92430	 006.73160	645.0
Fixed unit	13	Unit   13	 45.92340	 006.73090	625.0
Fixed unit	14	Unit   14	 45.92250	 006.73020	610.1
Fixed unit	15	Unit   15	 45.92160	 006.72950	602.0
Fixed unit	16	Unit   16	 45.92070	 006.72890	598.0
Fixed unit	17	Unit   17	 45.91990	 006.72830	597.2
Fixed unit	18	Unit   18	 45.91930	 006.72780	596.0
Fixed unit	19	Unit   19	 45.91900	 006.72740	595.8
Fixed unit	20	Unit   20	 45.91880	 006.72700	595.0
Fixed unit	21	Unit   21	 45.91870	 006.72680	594.6
Fixed unit	22	Unit   22	 45.91865	 006.72660	594.0
Fixed unit	23	Unit   23	 45.91862	 006.72645	594.0
Fixed unit	24	Unit   24	 45.91860	 006.72630	594.0
Fixed unit	25	Unit   25	 45.91880	 006.72620	594.3
Latitude	Longitude	Rx(dB)	Best unit
 46.01388	 006.74244	-089.6	0
 46.01389	 006.74391	-078.9	0
 46.01388	 006.74537	-082.2	0
 46.01388	 006.74684	-082.3	0
 46.01389	 006.74830	-081.3	0
 46.01388	 006.74977	-082.3	0
 46.01389	 006.75123	-093.4	0
 46.01389	 006.75270	-094.4	0
 46.01388	 006.75416	-093.7	0
 46.01389	 006.75563	-091.8	0
 46.01388	 006.75709	-094.4	0
 46.01388	 006.75856	-092.5	0
 46.01389	 006.76002	-096.6	0
 46.01388	 006.76149	-084.7	3
 46.01389	 006.76295	-085.8	3
 46.01388	 006.76442	-086.3	3
 46.01388	 006.76588	-088.0	3
 46.01389	 006.76735	-089.1	3
 46.01388	 006.76881	-088.7	3
 46.01389	 006.77028	-087.9	3
 46.01389	 006.77174	-087.6	3
 46.01388	 006.77321	-088.0	3
 46.01389	 006.77467	-084.4	3
 46.01388	 006.77614	-090.1	3
 46.01388	 006.77760	-089.8	3
 46.01389	 006.77907	-089.1	3
 46.01388	 006.78053	-088.0	3
 46.01389	 006.78200	-083.3	3
 46.01388	 006.78346	-081.4	3
 46.01388	 006.78493	-080.0	3
 46.01389	 006.78639	-081.6	3
 46.01388	 006.78786	-083.6	3
 46.01389	 006.78932	-083.9	3
 46.01389	 006.79079	-084.6	3
 46.01388	 006.79225	-084.2	3
 46.01389	 006.79372	-083.4	3
 46.01388	 006.79518	-086.9	3
 46.01388	 006.79665	-086.3	3
 46.01389	 006.79812	-086.3	3
 46.01388	 006.79958	-086.1	3
 46.01389	 006.80104	-086.2	3
 46.01389	 006.80251	-073.9	3
 46.01388	 006.80398	-080.7	3
 46.01389	 006.80544	-084.6	3
 46.01388	 006.80691	-081.5	3
 46.01389	 006.80837	-085.8	3
 46.01389	 006.80984	-090.1	3
 46.01388	 006.81130	-091.9	3
 46.01389	 006.81277	-091.5	3
 46.01388	 006.81423	-089.6	0
 46.01388	 006.81570	-088.5	0
 46.01388	 006.81716	-084.7	0
 46.01388	 006.81863	-083.3	0
 46.01389	 006.82009	-082.7	0
 46.01389	 006.82156	-082.0	0
 46.01388	 006.82302	-081.2	0
 46.01388	 006.82449	-079.8	0
 46.01388	 006.82595	-079.7	0
 46.01388	 006.82742	-078.9	0
 46.01389	 006.82888	-078.2	0
 46.01388	 006.83035	-077.1	0
 46.01388	 006.83181	-076.3	0
 46.01389	 006.83328	-075.1	0
 46.01388	 006.83474	-074.6	0
 46.01389	 006.83621	-074.6	0
 46.01388	 006.83767	-074.3	0
 46.01388	 006.83914	-075.1	0
 46.01389	 006.84060	-075.7	0
 46.01388	 006.84207	-076.5	0
 46.01389	 006.84353	-078.0	0
 46.01388	 006.84500	-078.7	0
 46.01389	 006.84646	-072.3	0
 46.01389	 006.84793	-071.8	0
 46.01388	 006.84939	-071.7	0
 46.01388	 006.85086	-061.6	0
 46.01388	 006.85232	-071.7	0
 46.01388	 006.85379	-076.3	0
 46.01389	 006.85525	-077.1	0
 46.01388	 006.85672	-077.5	0
 46.01389	 006.85818	-080.5	0
 46.01389	 006.85965	-083.0	0
 46.01388	 006.86111	-083.9	0
 46.01389	 006.86258	-080.0	0
 46.01388	 006.86404	-078.0	0
 46.01388	 006.86551	-079.2	0
 46.01389	 006.86697	-079.6	0
 46.01388	 006.86844	-079.3	0
 46.01388	 006.86990	-077.9	0
 46.01389	 006.87137	-080.2	0
 46.01389	 006.87283	-083.5	0
 46.01389	 006.87430	-084.9	0
 46.01388	 006.87576	-084.9	0
 46.01388	 006.87723	-083.8	0
 46.01389	 006.87870	-081.2	0
 46.01388	 006.88016	-086.7	0
 46.01388	 006.88163	-087.8	0
 46.01388	 006.88309	-089.2	0
 46.01388	 006.88455	-090.3	0
 46.01389	 006.88602	-091.1	0
 46.01388	 006.88748	-092.0	0
 46.01389	 006.88895	-092.8	0
 46.01389	 006.89042	-093.2	0
 46.01388	 006.89188	-086.2	0
 46.01389	 006.89335	-087.2	0
 46.01388	 006.89481	-090.1	0
 46.01388	 006.89628	-089.4	0
 46.01389	 006.89774	-086.4	0
 46.01388	 006.89921	-082.6	0
 46.01389	 006.90067	-079.4	0
 46.01388	 006.90214	-081.5	0
 46.01389	 006.90360	-085.6	0
 46.01389	 006.90507	-087.7	0
 46.01388	 006.90653	-086.3	0
 46.01388	 006.90800	-091.2	0
 46.01389	 006.90946	-093.8	0
 46.01388	 006.91093	-096.9	0
 46.01389	 006.91239	-098.5	0
 46.01388	 006.91386	-098.9	0
 46.01389	 006.91532	-098.8	0
 46.01389	 006.91679	-098.4	0
 46.01388	 006.91825	-097.3	0
 46.01389	 006.91972	-097.1	0
 46.01388	 006.92118	-099.9	0
 46.01388	 006.92265	-100.9	0
 46.01389	 006.92411	-101.2	0
 46.01388	 006.92558	-100.7	0
 46.01389	 006.92704	-100.6	0
 46.01389	 006.92851	-100.6	0
 46.01389	 006.92997	-099.9	0
 46.01389	 006.93144	-099.5	0
 46.01388	 006.93290	-099.4	0
 46.01388	 006.93437	-099.1	0
 46.01389	 006.93583	-098.9	0
 46.01388	 006.93730	-098.7	0
 46.01389	 006.93876	-098.6	0
 46.01388	 006.94023	-098.3	0
 46.01388	 006.94169	-097.8	0
 46.01389	 006.94316	-097.7	0
 46.01389	 006.94462	-082.8	0
 46.01389	 006.94609	-088.3	0
 46.01389	 006.94755	-090.2	0
 46.01389	 006.94902	-089.5	0
 46.01389	 006.95048	-089.8	0
 46.01388	 006.95195	-096.1	0
 46.01388	 006.95341	-096.2	0
 46.01388	 006.95488	-096.0	0
 46.01388	 006.95634	-098.0	0
 46.01389	 006.95781	-098.1	0
 46.01389	 006.95927	-098.2	0
 46.01389	 006.96074	-098.2	0
 46.01389	 006.96220	-098.5	0
 46.01388	 006.96367	-098.6	0
 46.01388	 006.96513	-098.4	0
 46.01389	 006.96660	-098.1	0
 46.01388	 006.96806	-097.7	0
 46.01389	 006.96953	-097.3	0
 46.01388	 006.97099	-097.3	0
 46.01389	 006.97246	-097.3	0
 46.01389	 006.97392	-097.3	0
 46.01389	 006.97539	-097.3	0
 46.01389	 006.97685	-097.1	0
 46.01389	 006.97832	-096.9	0
 46.01388	 006.97979	-096.5	0
 46.01389	 006.98125	-095.7	0
 46.01388	 006.98272	-095.2	0
 46.01388	 006.98418	-086.8	0
 46.01389	 006.98565	-089.0	0
 46.01389	 006.98711	-091.5	0
 46.01389	 006.98858	-092.3	0
 46.01388	 006.99004	-092.5	0
 46.01388	 006.99151	-086.1	0
 46.01389	 006.99297	-094.7	0
 46.01388	 006.99444	-088.9	0
 46.01389	 006.99590	-090.5	0
 46.01388	 006.99737	-092.9	0
 46.01388	 006.99883	-095.7	0
 46.01389	 007.00030	-097.5	0
 46.01388	 007.00176	-098.9	0
 46.01389	 007.00323	-097.6	0
 46.01389	 007.00469	-097.0	0
 46.01388	 007.00616	-096.5	0
 46.01389	 007.00762	-084.5	0
 46.01388	 007.00909	-088.1	0
 46.01286	 006.45382	-108.3	0
 46.01286	 006.45528	-108.6	0
 46.01286	 006.45675	-108.9	0
 46.01286	 006.45821	-109.0	0
 46.01286	 006.45968	-108.8	0
 46.01286	 006.46114	-108.6	0
 46.01286	 006.46261	-109.1	0
 46.01286	 006.46408	-109.8	0
 46.01286	 006.46554	-109.8	0
 46.01286	 006.46701	-109.6	0
 46.01286	 006.46847	-109.1	0
 46.01286	 006.46994	-108.8	0
 46.01286	 006.47140	-105.8	0
 46.01286	 006.47287	-101.8	0
 46.01286	 006.47433	-093.9	0
 46.01286	 006.47580	-096.7	0
 46.01287	 006.47726	-109.4	0
 46.01286	 006.47873	-112.3	0
 46.01286	 006.48019	-111.8	0
 46.01286	 006.48166	-110.9	0
 46.01286	 006.48312	-110.7	0
 46.01286	 006.48459	-100.1	0
 46.01286	 006.48605	-098.7	0
 46.01286	 006.48752	-101.5	0
 46.01286	 006.48898	-077.3	0
 46.01287	 006.49045	-081.3	0
 46.01286	 006.49191	-083.9	0
 46.01286	 006.49338	-085.4	0
 46.01287	 006.49484	-085.9	0
 46.01286	 006.49631	-086.6	0
 46.01287	 006.49777	-087.8	0
 46.01286	 006.49924	-089.3	0
 46.01286	 006.50070	-091.0	0
 46.01286	 006.50217	-092.5	0
 46.01286	 006.50363	-093.5	0
 46.01286	 006.50510	-093.9	0
 46.01286	 006.50656	-094.6	0
 46.01287	 006.50803	-095.1	0
 46.01286	 006.50949	-095.7	0
 46.01287	 006.51096	-096.0	0
 46.01287	 006.51242	-096.2	0
 46.01286	 006.51389	-096.5	0
 46.01287	 006.51535	-096.9	0
 46.01286	 006.51682	-097.5	0
 46.01286	 006.51828	-098.2	0
 46.01286	 006.51975	-098.4	0
 46.01286	 006.52121	-099.4	0
 46.01286	 006.52268	-100.4	0
 46.01286	 006.52414	-101.1	0
 46.01286	 006.52561	-102.0	0
 46.01286	 006.52707	-102.6	0
 46.01287	 006.52854	-103.9	0
 46.01286	 006.53000	-105.0	0
 46.01286	 006.53147	-106.3	0
 46.01286	 006.53293	-106.0	0
 46.01286	 006.53440	-106.0	0
 46.01286	 006.53586	-106.4	0
 46.01287	 006.53733	-106.6	0
 46.01286	 006.53879	-105.7	0
 46.01286	 006.54026	-099.1	0
 46.01286	 006.54173	-095.6	0
 46.01286	 006.54319	-105.8	0
 46.01286	 006.54465	-105.3	0
 46.01286	 006.54612	-107.3	0
 46.01286	 006.54759	-107.7	0
 46.01287	 006.54905	-108.3	0
 46.01286	 006.55052	-108.3	0
 46.01286	 006.55198	-108.2	0
 46.01286	 006.55345	-108.3	0
 46.01286	 006.55491	-108.7	0
 46.01286	 006.55638	-108.3	0
 46.01287	 006.55784	-108.1	0
 46.01286	 006.55931	-107.4	0
 46.01286	 006.56077	-108.4	0
 46.01286	 006.56224	-109.4	0
 46.01286	 006.56370	-109.6	0
 46.01286	 006.56517	-108.7	0
 46.01286	 006.56663	-105.4	0
 46.01286	 006.56810	-097.9	0
 46.01286	 006.56956	-103.5	0
 46.01286	 006.57103	-103.6	0
 46.01287	 006.57249	-101.5	0
 46.01286	 006.57396	-098.1	0
 46.01286	 006.57542	-095.8	0
 46.01286	 006.57689	-091.3	0
 46.01286	 006.57835	-084.1	0
 46.01286	 006.57982	-078.9	0
 46.01287	 006.58128	-088.7	0
 46.01286	 006.58275	-089.0	0
 46.01286	 006.58421	-089.9	0
 46.01286	 006.58568	-091.5	0
 46.01286	 006.58714	-093.5	0
 46.01287	 006.58861	-094.1	0
 46.01286	 006.59007	-094.7	0
 46.01286	 006.59154	-095.3	0
 46.01286	 006.59300	-096.6	0
 46.01287	 006.59447	-097.8	0
 46.01286	 006.59593	-098.7	0
 46.01286	 006.59740	-099.5	0
 46.01287	 006.59886	-100.5	0
 46.01286	 006.60033	-101.7	0
 46.01286	 006.60179	-103.1	0
 46.01287	 006.60326	-105.0	0
 46.01286	 006.60472	-105.9	0
 46.01286	 006.60619	-107.7	0
 46.01286	 006.60765	-108.3	0
 46.01286	 006.60912	-108.3	0
 46.01286	 006.61058	-108.7	0
 46.01286	 006.61205	-109.0	0
 46.01286	 006.61351	-110.3	0
 46.01287	 006.61498	-109.6	0
 46.01286	 006.61644	-111.1	0
 46.01287	 006.61791	-113.3	0
 46.01287	 006.61937	-112.6	0
 46.01286	 006.62084	-109.8	0
 46.01286	 006.62230	-109.5	0
 46.01286	 006.62377	-108.6	0
 46.01286	 006.62523	-108.0	0
 46.01286	 006.62670	-109.0	0
 46.01287	 006.62816	-109.2	0
 46.01286	 006.62963	-105.9	0
 46.01286	 006.63109	-094.9	0
 46.01286	 006.63256	-102.5	0
 46.01286	 006.63403	-102.3	0
 46.01286	 006.63549	-100.2	0
 46.01286	 006.63695	-100.6	0
 46.01286	 006.63842	-098.4	0
 46.01286	 006.63989	-097.5	0
 46.01286	 006.64135	-098.4	0
 46.01286	 006.64282	-099.0	0
 46.01286	 006.64428	-097.7	0
 46.01287	 006.64575	-099.7	0
 46.01286	 006.64721	-098.9	0
 46.01286	 006.64868	-099.2	0
 46.01287	 006.65014	-093.5	0
 46.01286	 006.65161	-097.1	0
 46.01286	 006.65307	-098.7	0
 46.01286	 006.65454	-099.2	0
 46.01286	 006.65600	-100.7	0
 46.01287	 006.65747	-101.0	0
 46.01286	 006.65893	-100.7	0
 46.01286	 006.66040	-100.0	0
 46.01287	 006.66186	-099.8	0
 46.01286	 006.66333	-100.4	0
 46.01286	 006.66479	-098.9	0
 46.01287	 006.66626	-097.3	0
 46.01287	 006.66772	-093.4	0
 46.01286	 006.66919	-083.9	0
 46.01287	 006.67065	-081.6	0
 46.01287	 006.67212	-097.7	0
 46.01286	 006.67358	-098.1	0
 46.01286	 006.67505	-084.0	0
 46.01286	 006.67651	-079.2	0
 46.01286	 006.67798	-099.1	0
 46.01286	 006.67944	-098.9	0
 46.01287	 006.68091	-098.3	0
 46.01286	 006.68237	-098.4	0
 46.01286	 006.68384	-098.4	0
 46.01286	 006.68530	-098.1	0
 46.01286	 006.68677	-098.2	0
 46.01286	 006.68823	-098.0	0
 46.01286	 006.68970	-097.4	0
 46.01286	 006.69116	-096.6	0
 46.01287	 006.69263	-095.5	0
 46.01286	 006.69409	-094.8	0
 46.01286	 006.69556	-094.6	0
 46.01287	 006.69702	-095.1	0
 46.01286	 006.69849	-095.6	0
 46.01286	 006.69995	-096.1	0
 46.01286	 006.70142	-095.9	0
 46.01286	 006.70288	-084.7	0
 46.01286	 006.70435	-089.0	0
 46.01286	 006.70581	-088.6	0
 46.01286	 006.70728	-083.8	0
 46.01286	 006.70874	-093.2	0
 46.01286	 006.71021	-092.7	0
 46.01286	 006.71168	-081.6	0
 46.01287	 006.71314	-086.2	0
 46.01286	 006.71460	-088.4	0
 46.01286	 006.71607	-092.9	0
 46.01287	 006.71754	-095.2	0
 46.01286	 006.71900	-096.5	0
 46.01286	 006.72046	-097.1	0
 46.01286	 006.72193	-099.4	0
 46.01287	 006.72340	-098.8	0
 46.01286	 006.72486	-090.1	0
 46.01286	 006.72633	-096.2	0
 46.01287	 006.72779	-088.2	0
 46.01286	 006.72926	-093.5	0
 46.01286	 006.73072	-095.1	0
 46.01286	 006.73219	-094.8	0
 46.01286	 006.73365	-095.0	0
 46.01286	 006.73512	-096.1	0
 46.01286	 006.73658	-095.2	0
 46.01286	 006.73805	-091.6	0
 46.01286	 006.73951	-092.2	0
 46.01286	 006.74098	-091.8	0
 46.01286	 006.74244	-088.4	0
 46.01286	 006.74391	-080.5	0
 46.01286	 006.74537	-086.0	0
 46.01286	 006.74684	-078.6	0
 46.01287	 006.74830	-085.7	0
 46.01286	 006.74977	-086.0	0
 46.01286	 006.75123	-088.3	0
 46.01286	 006.75270	-092.5	0
 46.01286	 006.75416	-090.7	0
 46.01286	 006.75563	-086.7	0
 46.01286	 006.75709	-089.2	0
 46.01286	 006.75856	-087.3	0
 46.01286	 006.76002	-096.5	0
 46.01286	 006.76149	-085.3	3
 46.01286	 006.76295	-085.9	3
 46.01286	 006.76442	-086.5	3
 46.01286	 006.76588	-087.6	3
 46.01286	 006.76735	-089.5	3
 46.01287	 006.76881	-089.1	3
 46.01286	 006.77028	-088.2	3
 46.01286	 006.77174	-088.8	3
 46.01287	 006.77321	-087.7	3
 46.01286	 006.77467	-083.3	3
 46.01286	 006.77614	-091.0	3
 46.01286	 006.77760	-089.6	3
 46.01287	 006.77907	-089.4	3
 46.01286	 006.78053	-089.1	3
 46.01286	 006.78200	-088.1	3
 46.01287	 006.78346	-073.8	3
 46.01286	 006.78493	-080.3	3
 46.01286	 006.78639	-083.2	3
 46.01286	 006.78786	-081.8	3
 46.01286	 006.78932	-083.8	3
 46.01286	 006.79079	-084.1	3
 46.01286	 006.79225	-084.8	3
 46.01286	 006.79372	-083.8	3
 46.01286	 006.79518	-082.0	3
 46.01286	 006.79665	-086.2	3
 46.01286	 006.79811	-086.1	3
 46.01287	 006.79958	-086.0	3
 46.01286	 006.80104	-084.4	3
 46.01286	 006.80251	-070.4	3
 46.01287	 006.80398	-079.4	3
 46.01286	 006.80544	-080.7	3
 46.01286	 006.80690	-085.8	3
 46.01286	 006.80837	-082.7	3
 46.01286	 006.80984	-088.6	3
 46.01286	 006.81130	-091.1	3
 46.01286	 006.81277	-090.9	3
 46.01287	 006.81423	-088.8	0
 46.01286	 006.81570	-088.0	0
 46.01286	 006.81716	-085.5	0
 46.01286	 006.81863	-084.7	0
 46.01286	 006.82009	-084.1	0
 46.01286	 006.82156	-083.1	0
 46.01286	 006.82302	-081.7	0
 46.01286	 006.82449	-081.4	0
 46.01286	 006.82595	-081.1	0
 46.01286	 006.82742	-080.6	0
 46.01286	 006.82888	-079.7	0
 46.01286	 006.83035	-078.9	0
 46.01286	 006.83181	-078.3	0
 46.01287	 006.83328	-077.9	0
 46.01286	 006.83474	-077.6	0
 46.01286	 006.83621	-076.2	0
 46.01286	 006.83767	-075.9	0
 46.01286	 006.83914	-076.2	0
 46.01286	 006.84060	-076.7	0
 46.01286	 006.84207	-078.1	0
 46.01286	 006.84353	-079.6	0
 46.01286	 006.84500	-074.0	0
 46.01287	 006.84646	-073.6	0
 46.01286	 006.84793	-073.4	0
 46.01286	 006.84939	-072.5	0
